Gene,Description,Symbol,MeanExpression,log2FoldChange(WS/DS),padj,log2FC
LOC112048395,Hipothetical protein,CG12581,14635.4841,-3.755759244,1.82E-35,3.755759244
LOC112048935,peroxiredoxin 1 isoform X1,Jafrac1,2330.442378,1.96969298,2.18E-35,-1.96969298
LOC112058065,DDRGK domain-containing protein 1,CG5862,2049.054666,-1.525975149,2.51E-35,1.525975149
LOC112051637,OWR41154.1 putative NUF1,CG13634,63.46101248,-5.564595928,2.78E-35,5.564595928
LOC112055196,putative mediator of RNA polymerase II transcription subunit 26,LOC112055196,723.0540021,1.298657397,3.29E-35,-1.298657397
LOC112043988,uncharacterized LOC101737518,LOC112043988,617.1191712,4.996234363,3.39E-35,-4.996234363
LOC112054236,cAMP-regulated phosphoprotein 19,endos,4900.661422,0.778385291,3.49E-35,-0.778385291
LOC112052046,prion-like-(Q/N-rich) domain-bearing protein 25,LOC112052046,3201.861083,-8.108061377,4.28E-35,8.108061377
LOC112047935,chromobox protein homolog 5-like,Su(var)205,1565.168831,1.695270953,4.42E-35,-1.695270953
LOC112054245,furin-like protease 2,Fur2,2898.013043,-3.786848923,4.63E-35,3.786848923
LOC112054766,Methyl-CpG-binding domain protein 5,sba,2567.376836,-1.915050627,5.41E-35,1.915050627
LOC112056762,anaphase-promoting complex subunit 1,shtd,430.8652387,1.804988922,5.45E-35,-1.804988922
LOC112055821,menin,Mnn1,130.4668777,2.797834264,5.97E-35,-2.797834264
LOC112044470,uncharacterized LOC106108503 precursor,CG14397,873.7235456,-14.05344303,6.05E-35,14.05344303
LOC112052042,UDP-xylose and UDP-N-acetylglucosamine transporter-like,Efr,380.3106006,-2.760820682,6.21E-35,2.760820682
LOC112053068,polycomb group RING finger protein 3,l(3)73Ah,1307.689398,-1.952073615,6.39E-35,1.952073615
LOC112048652,phosphatidylinositol 4-kinase alpha isoform X1,Pi4KIIIalpha,1675.521848,-1.808968963,6.91E-35,1.808968963
LOC112057934,organic cation transporter protein-like isoform X2,CG8654,4166.316585,-11.69713122,6.96E-35,11.69713122
LOC112055568,ubiquitin-like modifier-activating enzyme 5,Uba5,1449.528646,-2.046769706,7.31E-35,2.046769706
LOC112057758,peroxidase,HPX5,1050.3579,-10.10820566,7.82E-35,10.10820566
LOC112050846,glyoxylate reductase/hydroxypyruvate reductase-like,CG9331,702.7338747,3.413565566,9.10E-35,-3.413565566
LOC112044085,nucleoporin-like protein 2,LOC112044085,312.1270962,1.856623772,1.10E-34,-1.856623772
LOC112044940,ATPase family AAA domain-containing protein 5,elg1,791.3231942,1.688836801,1.13E-34,-1.688836801
LOC112051528,T-complex protein 1 subunit alpha,CCT1,3825.733132,1.198980824,1.20E-34,-1.198980824
LOC112052357,dual specificity protein kinase splB,LOC112052357,22962.00877,-12.12118698,1.48E-34,12.12118698
LOC112051463,NAD-dependent protein deacetylase sirtuin-7,Sirt7,287.3960425,2.112596927,1.74E-34,-2.112596927
LOC112042956,roundabout homolog 2-like,robo1,917.9662392,2.326176857,1.80E-34,-2.326176857
LOC112053366,protein crossbronx homolog,CG46338,978.3112342,-3.224359905,2.12E-34,3.224359905
LOC112048612,"dynein light chain 2, cytoplasmic isoform X1",Cdlc2,7589.630281,0.945699432,2.20E-34,-0.945699432
LOC112046285,juvenile hormone epoxide hydrolase-like,Jheh2,250.3001999,-5.701418048,2.43E-34,5.701418048
LOC112045460,zinc finger protein chinmo isoform X1,chinmo,169.7503875,-6.983531382,2.85E-34,6.983531382
LOC112055144,transferrin-like,Tsf3,7016.224682,-7.869652101,3.00E-34,7.869652101
LOC112055049,uncharacterized protein LOC112055049,LOC112055049,345.6403147,4.882592895,3.12E-34,-4.882592895
LOC112043797,E3 ubiquitin-protein ligase UHRF1-like,d4,308.9685733,3.84497586,3.21E-34,-3.84497586
LOC112056086,CD151 antigen-like,LOC112056086,6685.26151,-5.746946693,3.28E-34,5.746946693
LOC112045185,"tetratricopeptide repeat protein 19 homolog, mitochondrial",Ttc19,677.8543112,-2.403692267,3.52E-34,2.403692267
LOC112051708,KPI95574.1 Metabotropic glutamate receptor 3,CG32447,1869.401882,3.919054837,3.52E-34,-3.919054837
LOC112050401,ATP-dependent RNA helicase glh-1-like,LOC112050401,943.7636163,-13.45290803,4.00E-34,13.45290803
LOC112050960,uncharacterized protein LOC112050960,LOC112050960,4758.35859,-2.707133317,4.51E-34,2.707133317
LOC112049762,"sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 isoform X1",uif,40985.31847,-3.348662719,4.59E-34,3.348662719
LOC112044700,ATP-binding cassette sub-family G member 1,CG32091,665.1290246,2.94621103,4.85E-34,-2.94621103
LOC112044845,cleavage and polyadenylation specificity factor 73,Cpsf73,774.9832452,1.589808245,4.93E-34,-1.589808245
LOC112051205,porphobilinogen deaminase,l(3)02640,1526.365787,-2.396396697,6.47E-34,2.396396697
LOC112051249,dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,CG33303,3382.81565,1.661541805,7.14E-34,-1.661541805
LOC112055454,probable serine/threonine-protein kinase DDB_G0278845,LOC112055454,5268.025734,-6.005611759,7.56E-34,6.005611759
LOC112044683,serine/arginine-rich splicing factor 7-like isoform X1,x16,505.8797867,2.260143391,8.28E-34,-2.260143391
LOC112048489,protein Lilipod,lili,860.7945681,-1.51832927,9.84E-34,1.51832927
LOC112045805,"dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial-like",CG5214,1366.981847,-1.367293609,9.97E-34,1.367293609
LOC112055391,NA,NA,12076.61879,-15.43330594,1.01E-33,15.43330594
LOC112052627,trafficking kinesin-binding protein milt isoform X2,milt,7888.667981,-1.699285706,1.34E-33,1.699285706
LOC112052636,V-type proton ATPase 116 kDa subunit a isoform X1,Vha100-1,4197.257157,-1.533726627,1.42E-33,1.533726627
LOC112050798,interleukin enhancer-binding factor 2 homolog,CG5641,2535.130229,1.690017482,1.75E-33,-1.690017482
LOC112049907,cilia- and flagella-associated protein 20,Bug22,279.8743498,1.660753563,1.85E-33,-1.660753563
LOC112054209,microtubule-associated protein futsch isoform X1,e(y)3,4303.210247,0.911399184,1.99E-33,-0.911399184
LOC112045111,uncharacterized protein LOC112045111,toc,10452.28554,-3.305389462,1.99E-33,3.305389462
LOC112042938,uncharacterized protein LOC112042938 isoform X1,LOC112042938,6107.284392,-8.43306721,2.15E-33,8.43306721
LOC112043706,AAC-rich mRNA clone AAC11 protein-like,LOC112043706,1292.478593,-1.813309438,2.15E-33,1.813309438
LOC112051862,probable phospholipid-transporting ATPase IM isoform X2,ATP8B,2781.820588,-1.61099773,2.19E-33,1.61099773
LOC112048230,uncharacterized protein LOC112048230 isoform X1,LOC112048230,484.8004482,2.734915464,2.60E-33,-2.734915464
LOC112052434,cyclic AMP response element-binding protein B isoform X1,Creb,2758.135642,-2.047870768,2.70E-33,2.047870768
LOC112045357,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase-like isoform X1",Pfrx,13651.83996,-2.728882488,3.41E-33,2.728882488
LOC112055464,macrophage mannose receptor 1-like,LOC112055464,860.6734365,3.356215701,3.56E-33,-3.356215701
LOC112045999,Monocarboxylate transporter 9,LOC112045999,104.8513467,-3.262300873,3.57E-33,3.262300873
LOC112049718,nucleobindin-2 isoform X1,NUCB1,3716.659801,-1.038474888,3.75E-33,1.038474888
LOC112056544,estradiol 17-beta-dehydrogenase 2,CG13377,10796.53005,-6.177312752,4.36E-33,6.177312752
LOC112045263,enhancer of split malpha protein-like,Ocho,410.5946794,5.269592291,4.48E-33,-5.269592291
LOC112054018,origin recognition complex subunit 2,Orc2,693.8069879,2.48275794,4.79E-33,-2.48275794
LOC112051700,ragulator complex protein LAMTOR4 homolog,CG14977,417.5726321,-1.897573306,5.66E-33,1.897573306
LOC112054363,dedicator of cytokinesis protein 1,mbc,1338.65345,-2.204158488,7.79E-33,2.204158488
LOC112043281,UDP-glucose:glycoprotein glucosyltransferase,Ugt,4178.491451,1.434991807,9.29E-33,-1.434991807
LOC112056552,histone H3.3,H3F3A,18716.72519,0.629076497,1.11E-32,-0.629076497
LOC112051424,zinc finger protein 704,Glut4EF,2173.150703,-3.822071913,1.46E-32,3.822071913
LOC112045105,P protein-like isoform X1,hoe1,2362.965209,-5.908825728,1.95E-32,5.908825728
LOC112046465,structural maintenance of chromosomes protein 1A,SMC1,3243.892672,1.644989289,1.95E-32,-1.644989289
LOC112044637,DNA damage-binding protein 1,LOC112044637,504.1371325,5.501269933,2.21E-32,-5.501269933
LOC112054023,acidic leucine-rich nuclear phosphoprotein 32 family member A isoform X1,Mapmodulin,2173.470646,1.411199171,2.42E-32,-1.411199171
LOC112042874,desert hedgehog protein B,Hh,184.6203269,3.90416598,2.44E-32,-3.90416598
LOC112056452,RNA-binding protein fusilli isoform X2,fus,988.0397534,-1.614284472,2.48E-32,1.614284472
LOC112053134,regulator of hypoxia-inducible factor 1-like,CG9447,11606.2652,-17.8032772,2.60E-32,17.8032772
LOC112047188,uncharacterized protein LOC112047188 isoform X1,XNP,2860.441166,0.873679405,2.69E-32,-0.873679405
LOC112057047,signal recognition particle receptor subunit alpha homolog,Gtp-bp,492.795908,-1.680178466,2.71E-32,1.680178466
LOC112053492,adipose triglyceride lipase,bmm,2562.162575,-4.987116755,2.84E-32,4.987116755
LOC112051405,U7 snRNA-associated Sm-like protein LSm11,Lsm11,88.68109946,4.2234188,3.00E-32,-4.2234188
LOC112043476,pyruvate kinase-like isoform X1,PyK,1955.831991,1.670975421,3.04E-32,-1.670975421
LOC112049175,protein OPI10 homolog,CG13926,362.4766284,1.209534472,3.34E-32,-1.209534472
LOC112055148,putative centrin,LOC112055148,249.2865751,4.440942674,3.63E-32,-4.440942674
LOC112053880,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial",Ndufv1,2058.860059,-1.232927378,5.30E-32,1.232927378
LOC112051097,V-type proton ATPase subunit d,VhaAC39-1,1826.756099,-0.793647431,7.29E-32,0.793647431
LOC112054225,dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2,LOC112054225,5743.092253,1.206037344,7.93E-32,-1.206037344
LOC112047181,ATP-dependent (S)-NAD(P)H-hydrate dehydratase-like,Naxd,301.1741247,6.920445621,7.97E-32,-6.920445621
LOC112046468,protein halfway,hfw,5919.705585,-2.633438883,1.08E-31,2.633438883
LOC112052097,gamma-glutamylcyclotransferase-like,CG4306,252.6926189,-1.68123517,1.11E-31,1.68123517
LOC112053768,neuronal membrane glycoprotein M6-a,M6,1573.178316,0.997950227,1.14E-31,-0.997950227
LOC112046542,NA,NA,260.1782597,-7.825713354,1.15E-31,7.825713354
LOC112058100,uncharacterized protein LOC112058100,LOC112058100,477.460913,-2.38562304,1.16E-31,2.38562304
LOC112050832,DNA polymerase theta,mus308,317.8430696,2.25678492,1.17E-31,-2.25678492
LOC112056090,23 kDa integral membrane protein-like,LOC112056090,145.2164813,-4.548612361,1.19E-31,4.548612361
LOC112053938,cytochrome b-c1 complex subunit 8,UQCR-Q,1084.626646,-1.838984432,1.21E-31,1.838984432
LOC112056845,uncharacterized protein LOC112056845,LOC112056845,441.5770496,1.487350559,1.23E-31,-1.487350559
LOC112051611,uncharacterized protein LOC112051611,LOC112051611,1228.050163,3.456087437,1.43E-31,-3.456087437
LOC112048245,protein lethal(2)essential for life-like,l(2)efl,388.5251384,2.761456777,1.46E-31,-2.761456777
LOC112048850,autophagy-related protein 13 homolog,Atg13,2719.204777,-1.668170256,1.53E-31,1.668170256
LOC112051390,heat shock protein 68-like,Hsp68,574.6706096,4.964652843,1.64E-31,-4.964652843
LOC112054279,proteoglycan 4-like,LOC112054279,18669.16672,-11.84426778,1.65E-31,11.84426778
LOC112057848,inositol-trisphosphate 3-kinase A isoform X1,IP3K2,1107.687596,-2.572850628,1.80E-31,2.572850628
LOC112047342,uncharacterized protein LOC112047342,LOC112047342,375.1516676,-12.8908313,1.96E-31,12.8908313
LOC112045086,"L-2-hydroxyglutarate dehydrogenase, mitochondrial",L2HGDH,318.9456066,-1.510700372,1.97E-31,1.510700372
LOC112054852,MATH and LRR domain-containing protein PFE0570w-like,CG34398,5210.690684,-2.15972294,2.34E-31,2.15972294
LOC112054416,protein PF14_0175-like,tacc,1570.434149,3.66017807,2.69E-31,-3.66017807
LOC112046818,leucine-rich repeat-containing protein 15,Lrt,1872.837599,5.999767312,2.71E-31,-5.999767312
LOC112050339,trypsin-1-like,tpr,2240.820536,-4.595231918,3.05E-31,4.595231918
LOC112052780,"probable methylcrotonoyl-CoA carboxylase beta chain, mitochondrial",Mccc2,121.4084672,-5.024812422,3.29E-31,5.024812422
LOC112043785,serine protease inhibitor-like,Spn38F,751.1024899,-13.85973766,3.94E-31,13.85973766
LOC112048866,nuclear pore complex protein Nup98-Nup96,Nup98-96,2454.951241,1.776975619,4.09E-31,-1.776975619
LOC112054690,DNA topoisomerase 2-binding protein 1,mus101,755.3935149,1.360101624,4.15E-31,-1.360101624
LOC112052479,nuclear pore complex protein Nup93-like,Nup93-1,1686.824181,2.130134548,4.59E-31,-2.130134548
LOC112051410,nose resistant to fluoxetine protein 6-like,CG32645,6410.676828,-5.520011499,4.61E-31,5.520011499
LOC112043915,uncharacterized protein LOC112043915,CG17111,409.6818505,-2.801143406,4.87E-31,2.801143406
LOC112055338,snurportin-1,Snup,941.0179986,1.416940742,4.92E-31,-1.416940742
LOC112049341,probable H/ACA ribonucleoprotein complex subunit 1,CG4038,791.0437575,1.309600381,8.75E-31,-1.309600381
LOC112044935,cuticle protein 18.6-like,LOC112044935,1440.29016,-4.173268183,9.65E-31,4.173268183
LOC112057795,golgin-45,CG9356,416.0794872,-1.707764742,1.04E-30,1.707764742
LOC112047765,phosphatidylinositol 4-kinase beta isoform X2,fwd,1982.603389,-2.375846955,1.15E-30,2.375846955
LOC112057616,Helicase domino,dom,435.0463061,1.557792192,1.19E-30,-1.557792192
LOC112054742,superoxide dismutase 6,ATP6AP1L,3356.432754,-3.33748323,1.31E-30,3.33748323
LOC112051675,exonuclease 1,tos,221.760426,2.225849751,1.70E-30,-2.225849751
LOC112043172,protein TESPA1 isoform X1,olf186-M,326.9814423,-1.396690382,1.76E-30,1.396690382
LOC112056093,chorion class B protein B.L1-like isoform X1,LOC112056093,252.8309179,-12.23585437,2.09E-30,12.23585437
LOC112045502,ADP-ribosylation factor-like protein 5B,Arl5,881.4154183,-1.620331185,2.22E-30,1.620331185
LOC112058631,putative fatty acyl-CoA reductase CG5065,CG12268,33665.40737,-15.8825849,2.31E-30,15.8825849
LOC112053695,xin actin-binding repeat-containing protein 2 isoform X1,pot,11717.93432,-2.179460898,2.32E-30,2.179460898
LOC112043821,LIM domain only protein 7 isoform X3,smash,18295.46093,-3.361631279,2.49E-30,3.361631279
LOC112050297,myb-like protein X isoform X1,LOC112050297,1858.588061,1.934120287,2.51E-30,-1.934120287
LOC112045119,NA,NA,361.93581,-3.104492643,2.70E-30,3.104492643
LOC112050214,neprilysin-4-like isoform X1,Nep1,1696.842585,-6.356440631,2.87E-30,6.356440631
LOC112056130,forkhead box protein N3-like,LOC112056130,178.3232386,-1.916954253,2.88E-30,1.916954253
LOC112047055,CAP-Gly domain-containing linker protein 1,CLIP-190,8999.405565,-3.269119035,3.27E-30,3.269119035
LOC112047408,serine/threonine-protein phosphatase 1 regulatory subunit 10-like,PNUTS,6665.715599,-2.104352828,3.67E-30,2.104352828
LOC112048958,UPF0389 protein CG9231,RpL24,369.3079249,-1.022055164,4.03E-30,1.022055164
LOC112053344,unconventional myosin-XV,Myo15,1306.634508,-2.991951798,4.33E-30,2.991951798
LOC112045227,transcriptional regulator ATRX isoform X1,LOC112045227,144.4896229,-9.018552565,4.41E-30,9.018552565
LOC112053679,gamma-tubulin complex component 3 homolog,Grip91,1040.144918,1.355481619,4.68E-30,-1.355481619
LOC112045972,cuticle protein 1-like,LOC112045972,17601.67974,6.079083772,4.77E-30,-6.079083772
LOC112052606,uncharacterized protein LOC112052606 isoform X2,LOC112052606,1560.355015,-12.85537404,4.77E-30,12.85537404
LOC112046488,ankyrin repeat and fibronectin type-III domain-containing protein 1 isoform X6,wake,8302.444594,-2.218242637,4.78E-30,2.218242637
LOC112050893,DCN1-like protein 5,SCCRO4,1700.62201,0.850774382,5.02E-30,-0.850774382
LOC112044018,NEDD8-activating enzyme E1 regulatory subunit,APP-BP1,529.1401758,1.699135859,5.59E-30,-1.699135859
LOC112055133,irregular chiasm C-roughest protein-like,rst,1941.659224,4.243624784,5.87E-30,-4.243624784
LOC112058570,probable methyltransferase TARBP1,CG18596,372.0799379,2.283485519,5.93E-30,-2.283485519
LOC112053669,Replication Protein A3,LOC112053669,382.8657526,2.233854951,6.30E-30,-2.233854951
LOC112044619,ribonucleoside-diphosphate reductase large chain-like,LOC112044619,375.7926276,-10.81767917,6.95E-30,10.81767917
LOC112052433,zinc finger protein 26-like,LOC112052433,770.7409177,-1.208934366,7.05E-30,1.208934366
LOC112046676,dnaJ-like protein 60,DnaJ-60,362.4836928,-2.150420463,7.13E-30,2.150420463
LOC112054265,matrix metalloproteinase-25-like,Mmp2,638.3470419,2.783823759,8.02E-30,-2.783823759
LOC112049197,ets DNA-binding protein pokkuri,aop,25280.17611,-5.92607666,9.51E-30,5.92607666
LOC112051896,protein hairy-like,E(spl)mgamma-HLH,843.2740725,3.884458649,1.04E-29,-3.884458649
LOC112047046,GTP-binding nuclear protein ran,ran,8302.874859,2.01232622,1.07E-29,-2.01232622
LOC112047974,protein arginine N-methyltransferase 1,Art1,2767.370402,2.43549253,1.14E-29,-2.43549253
LOC112044485,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4,ND-B15,1204.603133,-2.284170556,1.24E-29,2.284170556
LOC112053096,disks large homolog 5,Dlg5,2109.509938,-1.951273092,1.32E-29,1.951273092
LOC112055732,nuclear pore complex protein Nup85,Nup75,161.8251031,2.47194921,1.32E-29,-2.47194921
LOC112056128,hypoxia up-regulated protein 1,CG2918,5128.260566,1.733805811,1.36E-29,-1.733805811
LOC112057977,OWR53003.1 putative XK-related protein 6,LOC112057977,538.3607993,3.169696535,1.39E-29,-3.169696535
LOC112044396,mucin-5AC-like,CG13643,17288.86326,-4.92793193,1.59E-29,4.92793193
LOC112045684,cleavage stimulation factor subunit 1,CstF50,431.5427013,1.47217414,1.76E-29,-1.47217414
LOC112047990,aladin-like,Aladin,455.9314715,2.446982422,1.92E-29,-2.446982422
LOC112054601,exportin-2,Cas,1238.259669,1.821517322,2.01E-29,-1.821517322
LOC112053191,elongin-B,EloB,882.4306592,1.14387646,2.13E-29,-1.14387646
LOC112043599,nucleoporin NDC1,LOC112043599,630.9378469,3.336896546,2.19E-29,-3.336896546
LOC112052777,versican core protein,tnc,63701.79495,6.911925096,2.20E-29,-6.911925096
LOC112050284,uncharacterized protein LOC112050284,gatA,285.4458604,4.409078197,2.42E-29,-4.409078197
LOC112054975,NA,NA,7799.050056,-16.51490654,2.67E-29,16.51490654
LOC112049708,ancient ubiquitous protein 1-like,LOC112049708,1467.405077,-2.039657986,2.68E-29,2.039657986
LOC112053018,coactosin-like protein isoform X1,CG6891,761.6851912,2.573736808,2.82E-29,-2.573736808
LOC112047688,uncharacterized protein LOC112047688,LOC112047688,93.06215713,-4.106470974,3.04E-29,4.106470974
LOC112046270,F-box only protein 32 isoform X2,CG11658,5195.185271,-4.569838891,3.77E-29,4.569838891
LOC112056203,carbonyl reductase [NADPH] 1-like,CG10672,246.833212,1.734448933,3.78E-29,-1.734448933
LOC112052359,UDP-glucuronosyltransferase 2B10-like,Ugt36D1,3825.886103,-7.877682606,3.88E-29,7.877682606
LOC112058096,neutral alpha-glucosidase AB,GCS2alpha,5160.425438,1.038444913,4.00E-29,-1.038444913
LOC112051130,cyclic AMP-responsive element-binding protein 3-like protein 3-B isoform X3,LOC112051130,1677.009318,-1.638592191,4.24E-29,1.638592191
LOC112043870,F-box/LRR-repeat protein 20,CG9003,570.4353304,1.290937994,4.77E-29,-1.290937994
LOC112045305,microtubule-actin cross-linking factor 1 isoform X2,shot,34829.69095,-3.26601865,4.91E-29,3.26601865
LOC112054138,proton channel OtopLc isoform X1,OtopLa,4819.838009,-4.189918734,4.99E-29,4.189918734
LOC112058438,peptidyl-prolyl cis-trans isomerase NIMA-interacting 4,CG11858,622.2055584,1.26052955,5.62E-29,-1.26052955
LOC112049905,"uncharacterized protein LOC112049905, partial",LOC112049905,8523.690064,-5.882920852,5.94E-29,5.882920852
LOC112055514,protein cycle isoform X2,cyc,131.9310184,-1.658594413,6.32E-29,1.658594413
LOC112047687,zinc finger protein Elbow,elB,1514.204323,1.597882019,6.47E-29,-1.597882019
LOC112048611,serine/arginine-rich splicing factor 1B,SF2,8428.276839,1.18013138,7.69E-29,-1.18013138
LOC112046068,methylosome subunit pICln,icln,1057.031821,1.387156443,9.68E-29,-1.387156443
LOC112055705,WD repeat-containing protein 91,LOC112055705,1395.409989,1.359247728,9.99E-29,-1.359247728
LOC112043115,circadian clock-controlled protein-like,CG17279,7904.095731,-11.34321391,1.06E-28,11.34321391
LOC112042915,alpha-tocopherol transfer protein-like,Cralbp,1041.15398,-8.695150307,1.11E-28,8.695150307
LOC112050715,cell division control protein 45 homolog,CDC45L,514.3047645,2.980543362,1.17E-28,-2.980543362
LOC112047419,uncharacterized protein C05D11.1-like,LOC112047419,2571.036241,2.021065486,1.18E-28,-2.021065486
LOC112056395,"keratin, type I cytoskeletal 9-like",LOC112056395,379.5010024,8.749567537,1.19E-28,-8.749567537
LOC112050370,protein deglycase DJ-1-like,dj-1beta,1180.717124,1.230079536,1.20E-28,-1.230079536
LOC112058336,growth/differentiation factor 8-like,myo,250.626971,2.095739232,1.22E-28,-2.095739232
LOC112055109,uncharacterized protein LOC112055109,LOC112055109,285.0126989,-11.75719936,1.25E-28,11.75719936
LOC112043723,elongation of very long chain fatty acids protein AAEL008004-like,CG31523,2800.034912,-3.26941523,1.31E-28,3.26941523
LOC112055195,S-adenosylmethionine synthase isoform X2,Sam-S,5731.617837,1.809954172,1.39E-28,-1.809954172
LOC112053023,flotillin-1 isoform X1,Flo1,1356.899062,1.212344615,1.50E-28,-1.212344615
LOC112055384,lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog,CG13510,81.25894624,-5.647601963,1.68E-28,5.647601963
LOC112051660,U3 small nucleolar RNA-associated protein 14-like,LOC112051660,8536.697068,1.237294907,1.75E-28,-1.237294907
LOC112045935,transcription factor CP2 isoform X1,gem,3197.130871,-1.615625581,1.78E-28,1.615625581
LOC112051653,ATP-dependent DNA helicase Q4,RecQ4,429.3456804,2.64302098,1.95E-28,-2.64302098
LOC112048884,splicing factor 3B subunit 4,Spx,987.7560713,1.290720116,1.98E-28,-1.290720116
LOC112049440,ribose-phosphate pyrophosphokinase 2,Prps,1318.84777,1.698181393,2.02E-28,-1.698181393
LOC112043412,cohesin subunit SA-1,SA,4842.356683,1.133922383,2.03E-28,-1.133922383
LOC112043912,solute carrier family 25 member 35-like isoform X1,CG8323,154.0698733,-1.576140484,2.54E-28,1.576140484
LOC112052474,alpha-tocopherol transfer protein-like,CG5973,699.4633122,-9.257715442,2.57E-28,9.257715442
LOC112050823,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2, mitochondrial-like",ND-AGGG,943.361345,-2.453552876,2.68E-28,2.453552876
LOC112046503,unconventional myosin-XV,Myo15,10914.15492,-2.972768169,2.76E-28,2.972768169
LOC112055819,transforming growth factor beta regulator 1,LOC112055819,347.217402,1.501730294,2.89E-28,-1.501730294
LOC112049728,capon-like protein isoform X1,CG42673,98.0203038,5.308791569,2.94E-28,-5.308791569
LOC112046491,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10,Ndufb10,2168.850162,-1.975923114,2.98E-28,1.975923114
LOC112054529,protein yellow-like isoform X1,yel-h2,1197.365158,-12.47430398,3.49E-28,12.47430398
LOC112055852,estradiol 17-beta-dehydrogenase 11-like isoform X2,Ldsdh1,4987.901394,-6.36286303,3.70E-28,6.36286303
LOC112048333,cuticle protein 16.5-like,LOC112048333,1498.743728,-8.01521775,3.71E-28,8.01521775
LOC112043618,uncharacterized LOC106122463 precursor,neo,11156.64084,4.594753847,3.72E-28,-4.594753847
LOC112049896,Fanconi anemia group I protein homolog isoform X1,FANCI,563.4603886,2.050310124,3.80E-28,-2.050310124
LOC112044359,nucleoporin GLE1,LOC112044359,304.4553665,2.33504044,3.90E-28,-2.33504044
LOC112050458,4-coumarate--CoA ligase 1-like,pdgy,271.5161083,-2.645173248,4.26E-28,2.645173248
LOC112047899,adenomatous polyposis coli protein-like isoform X2,Apc,24993.98798,-2.509680574,4.41E-28,2.509680574
LOC112049978,protein Fe65 homolog isoform X1,LOC112049978,5781.124938,-5.844694051,4.44E-28,5.844694051
LOC112047116,Regulator of G-protein signaling 7,CG42450,3016.966478,-8.220031782,5.77E-28,8.220031782
LOC112058630,fatty acyl-CoA reductase 1,CG1441,23403.80638,-9.871127139,6.49E-28,9.871127139
LOC112047158,bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase isoform X1,Papss,5413.272492,-5.283299786,6.88E-28,5.283299786
LOC112055968,chromatin-remodeling complex ATPase chain Iswi isoform X1,Iswi,4215.272438,1.769616136,7.26E-28,-1.769616136
LOC112044356,electron transfer flavoprotein subunit beta,CG7834,1750.785706,-1.673183067,7.33E-28,1.673183067
LOC112054142,seminal fluid protein CSSFP011 isoform 2,CG6083,349.4889378,-11.30101951,7.55E-28,11.30101951
LOC112047571,uncharacterized protein LOC112047571,LOC112047571,97.23242256,-6.631050814,8.04E-28,6.631050814
LOC112047890,"beta-1,3-glucan-binding protein-like",GNBP3,5491.898101,6.581794491,8.12E-28,-6.581794491
LOC112054582,"succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial",SdhD,1315.625152,-1.447441419,8.86E-28,1.447441419
LOC112042950,X-ray repair cross-complementing protein 6,LOC112042950,335.033133,1.740656932,9.06E-28,-1.740656932
LOC112052181,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6,ND-B14,1068.336191,-2.065043552,9.40E-28,2.065043552
LOC112051561,ran-specific GTPase-activating protein-like,Nup358,2413.080752,2.04586934,9.48E-28,-2.04586934
LOC112053263,uncharacterized protein LOC112053263,CG11498,1202.70245,-4.398212591,9.70E-28,4.398212591
LOC112058318,circadian clock-controlled protein-like,CG14259,16753.76894,-16.88507882,9.95E-28,16.88507882
LOC112052230,small nuclear ribonucleoprotein-associated protein B,SmB,3595.178943,1.739602506,1.01E-27,-1.739602506
LOC112048356,Fanconi anemia group D2 protein,LOC112048356,954.395761,1.098534182,1.01E-27,-1.098534182
LOC112051357,cleavage and polyadenylation specificity factor subunit CG7185 isoform X2,Cpsf6,3382.939553,1.161744915,1.05E-27,-1.161744915
LOC112044517,"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial",CG8199,3417.563531,-14.58478745,1.07E-27,14.58478745
LOC112054165,polycomb protein suz12-B,Su(z)12,730.2509414,2.231767847,1.09E-27,-2.231767847
LOC112056310,AT-rich interactive domain-containing protein 2-like,Bap170,583.2105359,1.756291203,1.16E-27,-1.756291203
LOC112048790,RNA-binding protein Rsf1,Rsf1,12404.07135,0.735288261,1.23E-27,-0.735288261
LOC112053017,origin recognition complex subunit 5,Orc5,234.7130738,2.262762608,1.28E-27,-2.262762608
LOC112049566,S-phase kinase-associated protein 2-like,Skp2,375.0765508,2.319375734,1.31E-27,-2.319375734
LOC112051013,"glucose dehydrogenase [FAD, quinone]",CG9514,227.3231405,-4.950140554,1.33E-27,4.950140554
LOC112046276,mini-chromosome maintenance complex-binding protein,CG3430,1176.68008,1.697330718,1.46E-27,-1.697330718
