GeneID,chr,strand,SplicingType,FDR,delta_PSI,start,end,SID
LOC112058156,NW_019862772.1,-,SE,0,-0.841,1145428,1145742,NW_019862772.1_1145428_1145742
LOC112052130,NW_019863128.1,-,MXE_exon1,0,-0.759,247688,247944,NW_019863128.1_247688_247944
LOC112052130,NW_019863128.1,-,MXE_exon2,0,-0.759,256923,257179,NW_019863128.1_256923_257179
LOC112052130,NW_019863128.1,-,SE,3.61E-10,-0.746,256923,257179,NW_019863128.1_256923_257179
LOC112058156,NW_019862772.1,-,SE,4.69E-08,-0.743,1145428,1145739,NW_019862772.1_1145428_1145739
LOC112052130,NW_019863128.1,-,MXE_exon1,0,-0.743,247684,247944,NW_019863128.1_247684_247944
LOC112052130,NW_019863128.1,-,MXE_exon2,0,-0.743,256923,257179,NW_019863128.1_256923_257179
LOC112052130,NW_019863128.1,-,MXE_exon1,0,-0.738,247693,247944,NW_019863128.1_247693_247944
LOC112052130,NW_019863128.1,-,MXE_exon2,0,-0.738,256923,257179,NW_019863128.1_256923_257179
LOC112052388,NW_019863145.1,-,SE,5.92E-09,-0.735,22725,23018,NW_019863145.1_22725_23018
LOC112052130,NW_019863128.1,-,MXE_exon1,0,-0.735,247688,247944,NW_019863128.1_247688_247944
LOC112052130,NW_019863128.1,-,MXE_exon2,0,-0.735,256919,257179,NW_019863128.1_256919_257179
LOC112052130,NW_019863128.1,-,MXE_exon1,0,-0.732,247688,247944,NW_019863128.1_247688_247944
LOC112052130,NW_019863128.1,-,MXE_exon2,0,-0.732,256923,257179,NW_019863128.1_256923_257179
LOC112052130,NW_019863128.1,-,MXE_exon1,0,-0.731,247684,247944,NW_019863128.1_247684_247944
LOC112052130,NW_019863128.1,-,MXE_exon2,0,-0.731,256919,257179,NW_019863128.1_256919_257179
LOC112052130,NW_019863128.1,-,MXE_exon1,0,-0.724,247688,247944,NW_019863128.1_247688_247944
LOC112052130,NW_019863128.1,-,MXE_exon2,0,-0.724,256923,257179,NW_019863128.1_256923_257179
LOC112046481,NW_019862858.1,+,SE,0,-0.72,148429,148757,NW_019862858.1_148429_148757
LOC112046481,NW_019862858.1,+,A5SS_long,0,-0.717,148107,148757,NW_019862858.1_148107_148757
LOC112046481,NW_019862858.1,+,A5SS_short,0,-0.717,148107,148501,NW_019862858.1_148107_148501
LOC112043015,NW_019862784.1,-,MXE_exon1,1.42E-12,-0.691,990177,990466,NW_019862784.1_990177_990466
LOC112043015,NW_019862784.1,-,MXE_exon2,1.42E-12,-0.691,991954,992344,NW_019862784.1_991954_992344
LOC112053324,NW_019863229.1,-,MXE_exon1,1.11E-11,-0.683,65568,65871,NW_019863229.1_65568_65871
LOC112053324,NW_019863229.1,-,MXE_exon2,1.11E-11,-0.683,66167,66479,NW_019863229.1_66167_66479
LOC112058517,NW_019862778.1,-,A5SS_long,0,-0.678,14799,15495,NW_019862778.1_14799_15495
LOC112058517,NW_019862778.1,-,A5SS_short,0,-0.678,15133,15495,NW_019862778.1_15133_15495
LOC112043015,NW_019862784.1,-,MXE_exon1,9.34E-12,-0.677,990177,990475,NW_019862784.1_990177_990475
LOC112043015,NW_019862784.1,-,MXE_exon2,9.34E-12,-0.677,991954,992344,NW_019862784.1_991954_992344
LOC112053324,NW_019863229.1,-,MXE_exon1,1.67E-11,-0.661,65403,65871,NW_019863229.1_65403_65871
LOC112053324,NW_019863229.1,-,MXE_exon1,1.70E-11,-0.661,65412,65871,NW_019863229.1_65412_65871
LOC112053324,NW_019863229.1,-,MXE_exon2,1.67E-11,-0.661,66167,66479,NW_019863229.1_66167_66479
LOC112053324,NW_019863229.1,-,MXE_exon2,1.70E-11,-0.661,66167,66479,NW_019863229.1_66167_66479
LOC112052130,NW_019863128.1,-,MXE_exon1,0,-0.652,194670,195013,NW_019863128.1_194670_195013
LOC112052130,NW_019863128.1,-,MXE_exon2,0,-0.652,196092,196435,NW_019863128.1_196092_196435
LOC112049404,NW_019862971.1,-,A5SS_long,0.000370582,-0.648,700909,701227,NW_019862971.1_700909_701227
LOC112049404,NW_019862971.1,-,A5SS_short,0.000370582,-0.648,701006,701227,NW_019862971.1_701006_701227
LOC112048480,NW_019862932.1,-,A5SS_long,5.39E-11,-0.636,269797,270300,NW_019862932.1_269797_270300
LOC112048480,NW_019862932.1,-,A5SS_short,5.39E-11,-0.636,269948,270300,NW_019862932.1_269948_270300
LOC112052130,NW_019863128.1,-,MXE_exon1,0,-0.632,194670,195013,NW_019863128.1_194670_195013
LOC112052130,NW_019863128.1,-,MXE_exon2,0,-0.632,196092,196435,NW_019863128.1_196092_196435
LOC112048511,NW_019862933.1,+,A3SS_long,0.000456119,-0.63,701340,701647,NW_019862933.1_701340_701647
LOC112048511,NW_019862933.1,+,A3SS_short,0.000456119,-0.63,701343,701647,NW_019862933.1_701343_701647
LOC112054746,NW_019863404.1,-,MXE_exon1,6.24E-07,-0.616,57699,58041,NW_019863404.1_57699_58041
LOC112054746,NW_019863404.1,-,MXE_exon1,9.55E-08,-0.616,57699,58330,NW_019863404.1_57699_58330
LOC112054746,NW_019863404.1,-,MXE_exon2,6.24E-07,-0.616,61346,61702,NW_019863404.1_61346_61702
LOC112054746,NW_019863404.1,-,MXE_exon2,9.55E-08,-0.616,61346,61702,NW_019863404.1_61346_61702
LOC112058156,NW_019862772.1,-,MXE_exon1,0,-0.615,1144921,1145235,NW_019862772.1_1144921_1145235
LOC112058156,NW_019862772.1,-,MXE_exon2,0,-0.615,1145428,1145742,NW_019862772.1_1145428_1145742
LOC112052130,NW_019863128.1,-,MXE_exon1,0,-0.607,194670,195013,NW_019863128.1_194670_195013
LOC112052130,NW_019863128.1,-,MXE_exon2,0,-0.607,196092,196435,NW_019863128.1_196092_196435
LOC112048533,NW_019862934.1,-,RI,0.00023192,-0.603,179735,180270,NW_019862934.1_179735_180270
LOC112051573,NW_019863090.1,+,A3SS_long,1.05E-08,-0.598,66226,67074,NW_019863090.1_66226_67074
LOC112051573,NW_019863090.1,+,A3SS_short,1.05E-08,-0.598,66739,67074,NW_019863090.1_66739_67074
LOC112046784,NW_019862871.1,-,MXE_exon1,1.41E-09,-0.596,17278,17580,NW_019862871.1_17278_17580
LOC112046784,NW_019862871.1,-,MXE_exon2,1.41E-09,-0.596,19182,19484,NW_019862871.1_19182_19484
LOC112051407,NW_019863081.1,+,A3SS_long,0.000369012,-0.595,12289,12779,NW_019863081.1_12289_12779
LOC112051407,NW_019863081.1,+,A3SS_short,0.000369012,-0.595,12451,12779,NW_019863081.1_12451_12779
LOC112051573,NW_019863090.1,+,A3SS_long,8.60E-10,-0.593,66713,67070,NW_019863090.1_66713_67070
LOC112051573,NW_019863090.1,+,A3SS_short,8.60E-10,-0.593,66739,67070,NW_019863090.1_66739_67070
LOC112053324,NW_019863229.1,-,MXE_exon1,1.98E-08,-0.592,65568,65871,NW_019863229.1_65568_65871
LOC112053324,NW_019863229.1,-,MXE_exon2,1.98E-08,-0.592,66176,66479,NW_019863229.1_66176_66479
LOC112058156,NW_019862772.1,-,MXE_exon1,1.58E-08,-0.589,1144921,1145232,NW_019862772.1_1144921_1145232
LOC112058156,NW_019862772.1,-,MXE_exon2,1.58E-08,-0.589,1145428,1145742,NW_019862772.1_1145428_1145742
LOC112050031,NW_019863002.1,+,SE,1.05E-08,-0.583,280432,280692,NW_019863002.1_280432_280692
LOC112054746,NW_019863404.1,-,MXE_exon1,1.29E-06,-0.579,57699,58041,NW_019863404.1_57699_58041
LOC112054746,NW_019863404.1,-,MXE_exon2,1.29E-06,-0.579,61346,61688,NW_019863404.1_61346_61688
LOC112054986,NW_019863444.1,+,A5SS_long,2.98E-05,-0.579,30155,30568,NW_019863444.1_30155_30568
