Chr	start	end	width	meanMeth1	meanMeth2	diffMeth	areaStat	annotation	geneId	transcriptId	distanceToTSS	Sample
NW_019863746.1	53969	54150	182	0.29553743	0.66319174	-0.36765431	-12.99515855	3'UTR	LOC112056246	XM_024096635.1	1951	P15_vs_D15_5mC_DMR
NW_019863545.1	36336	37282	947	0.480597389	0.837593494	-0.356996105	-26.06984149	3'UTR	LOC112055523	XM_024095678.1	843	P15_vs_D15_5mC_DMR
NW_019862795.1	505633	505863	231	0.436128155	0.781711792	-0.345583637	-8.911043922	3'UTR	LOC112043691	XM_024079208.1	2614	P15_vs_D15_5mC_DMR
NW_019862893.1	451335	451713	379	0.394107002	0.718641509	-0.324534506	-12.84045886	3'UTR	LOC112047428	XM_024084553.1	1725	P15_vs_D15_5mC_DMR
NW_019862783.1	1102434	1105371	2938	0.42102402	0.739166182	-0.318142162	-31.224911	3'UTR	LOC112042960	XM_024078187.1	876	P15_vs_D15_5mC_DMR
NW_019862878.1	900232	900471	240	0.432059139	0.719040759	-0.28698162	-80.44707114	3'UTR	LOC112046941	XM_024083795.1	914	P15_vs_D15_5mC_DMR
NW_019863059.1	335667	335974	308	0.39507613	0.679273044	-0.284196914	-40.16098583	3'UTR	LOC112051040	XM_024089502.1	1223	P15_vs_D15_5mC_DMR
NW_019863016.1	300526	300834	309	0.449803865	0.733255325	-0.28345146	-12.45883289	3'UTR	LOC112050288	XM_024088517.1	1469	P15_vs_D15_5mC_DMR
NW_019863279.1	113618	113727	110	0.312873729	0.592575191	-0.279701462	-12.99204838	3'UTR	LOC112053759	XM_024093303.1	2878	P15_vs_D15_5mC_DMR
NW_019863297.1	113334	113654	321	0.434418168	0.708801947	-0.274383779	-20.82950778	3'UTR	LOC112053940	XM_024093562.1	2091	P15_vs_D15_5mC_DMR
NW_019863585.1	15975	16209	235	0.18726714	0.459210597	-0.271943456	-10.22923714	3'UTR	LOC112055685	XM_024095876.1	11113	P15_vs_D15_5mC_DMR
NW_019862775.1	571292	571334	43	0.514556459	0.78245317	-0.267896711	-8.703190527	3'UTR	LOC112058360	XM_024099130.1	1175	P15_vs_D15_5mC_DMR
NW_019863466.1	12500	13076	577	0.551424475	0.819042815	-0.26761834	-130.8506232	3'UTR	LOC112055139	XM_024095140.1	1440	P15_vs_D15_5mC_DMR
NW_019862803.1	202668	203151	484	0.510988868	0.769599346	-0.258610478	-84.76226166	3'UTR	LOC112044081	XM_024079814.1	1047	P15_vs_D15_5mC_DMR
NW_019862796.1	23318	24118	801	0.419326278	0.676983223	-0.257656945	-68.4126826	3'UTR	LOC112043727	XM_024079264.1	1401	P15_vs_D15_5mC_DMR
NW_019863404.1	108396	108758	363	0.421640596	0.675210645	-0.253570049	-12.5266187	3'UTR	LOC112054740	XM_024094626.1	1926	P15_vs_D15_5mC_DMR
NW_019862810.1	145593	146758	1166	0.592058768	0.842909397	-0.250850629	-49.47909268	3'UTR	LOC112044482	XM_024080350.1	1406	P15_vs_D15_5mC_DMR
NW_019862791.1	1455172	1455287	116	0.418494487	0.664576248	-0.246081761	-26.90253315	3'UTR	LOC112043497	XM_024078954.1	2181	P15_vs_D15_5mC_DMR
NW_019862771.1	236460	236604	145	0.464736035	0.700192132	-0.235456097	-10.46445982	3'UTR	LOC112058120	XM_024098812.1	1379	P15_vs_D15_5mC_DMR
NW_019862822.1	1056738	1057378	641	0.156128702	0.3908249	-0.234696198	-18.80804807	3'UTR	LOC112045026	XM_024081064.1	8308	P15_vs_D15_5mC_DMR
NW_019862937.1	584113	584321	209	0.52328281	0.757302672	-0.234019862	-9.964904554	3'UTR	LOC112048614	XM_024086222.1	1240	P15_vs_D15_5mC_DMR
NW_019862791.1	383269	383523	255	0.597179171	0.830395765	-0.233216594	-89.95751259	3'UTR	LOC112043474	XM_024078886.1	1463	P15_vs_D15_5mC_DMR
NW_019862792.1	729713	729903	191	0.580180202	0.810612391	-0.230432189	-14.27181334	3'UTR	LOC112043567	XM_024079041.1	1942	P15_vs_D15_5mC_DMR
NW_019862921.1	572590	572832	243	0.491895729	0.718147988	-0.226252258	-47.82712658	3'UTR	LOC112048210	XM_024085663.1	13315	P15_vs_D15_5mC_DMR
NW_019862760.1	336817	336856	40	0.494059882	0.709940858	-0.215880976	-18.63544474	3'UTR	LOC112053628	XM_024093108.1	1575	P15_vs_D15_5mC_DMR
NW_019862872.1	331271	331294	24	0.432165618	0.644136629	-0.211971011	-22.17629489	3'UTR	LOC112046822	XM_024083631.1	11438	P15_vs_D15_5mC_DMR
NW_019862891.1	474997	475161	165	0.448633789	0.652071092	-0.203437303	-24.49347805	3'UTR	LOC112047404	XM_024084521.1	2801	P15_vs_D15_5mC_DMR
NW_019862769.1	1308251	1308562	312	0.54087758	0.739926306	-0.199048725	-28.22082076	3'UTR	LOC112057956	XM_024098573.1	1520	P15_vs_D15_5mC_DMR
NW_019863069.1	164738	164765	28	0.563348574	0.759718595	-0.19637002	-14.11696404	3'UTR	LOC112051222	XM_024089771.1	1524	P15_vs_D15_5mC_DMR
NW_019862878.1	900710	900775	66	0.528562591	0.724294761	-0.19573217	-8.838402449	3'UTR	LOC112046941	XM_024083795.1	1392	P15_vs_D15_5mC_DMR
NW_019863747.1	66362	66437	76	0.280709597	0.475832781	-0.195123184	-15.76088447	3'UTR	LOC112056255	XM_024096651.1	1865	P15_vs_D15_5mC_DMR
NW_019863264.1	134784	134808	25	0.400351929	0.594125417	-0.193773488	-18.7289022	3'UTR	LOC112053634	XM_024093113.1	7946	P15_vs_D15_5mC_DMR
NW_019862782.1	345270	345498	229	0.660545527	0.854087354	-0.193541827	-60.92849477	3'UTR	LOC112042924	XM_024078130.1	1309	P15_vs_D15_5mC_DMR
